Discrete Queue Name,ProducerName,ConsumerName,Primary App_Full_Name,PrimaryAppDisp,PrimaryAppRole,Primary Application Id,q_type,Primary Neighborhood,Primary Hosting Type,Primary Data classification,Primary Enterprise Critical Payment Application,Primary PCI,Primary Publicly Accessible,Primary TRTC,queue_manager_name,app_id,line_of_business,cluster_name,cluster_namelist,def_persistence,def_put_response,inhibit_get,inhibit_put,remote_q_mgr_name,remote_q_name,usage,xmit_q_name,Neighborhood
8ARX.GHDV.ALERT,Krypton Payment Gateway,Fomalhaut Market Data,Krypton Payment Gateway,Private IaaS,Producer,8ARX,Remote,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,8ARX,TECHSEC,TECHRISK,TECHRISK,Yes,Synchronous,Enabled,Enabled,WS29,8ARX.GHDV.ALERT.WS29,0,8ARX.WS29,Private PaaS
8ARX.GHDV.ALERT,Krypton Payment Gateway,Fomalhaut Market Data,Fomalhaut Market Data,Public Cloud,Consumer,GHDV,Remote,Private IaaS,External,Internal Use,No,Yes,No,04= 12 to 24 Hours,WS29,GHDV,TECHOPS,TECHRISK,TECHRISK,Yes,Synchronous,Enabled,0,WS29,8ARX.GHDV.ALERT.WS29,0,8ARX.WS29,Private IaaS
8AFK.8C.BATCH,OOIKN JIU,Vega Authentication Service,OOIKN JIU,Public Cloud,Producer,8AFK,Local,Mainframe,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6FR2D,8AFK,TECHCT,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,0,,,Normal,,Mainframe
8AFK.8C.BATCH,OOIKN JIU,Vega Authentication Service,Vega Authentication Service,"Full App Retire, Mainframe",Consumer,8C,Local,Public Cloud,Internal,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6FR2D,8C,TECHCT,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,Enabled,,,Normal,,Public Cloud
YZRX.PPLT.LOG,Canopus Trade Capture,Jupiter Order Management,Canopus Trade Capture,"Full App Retire, Mainframe",Producer,YZRX,Remote,Mainframe,External,Restricted,Yes,No,No,02= 2 Hours to 4 Hours,WL6FR2D,YZRX,TECHSEC,TECHPAY,TECHPAY,No,Asynchronous,0,0,WL6EX2C,YZRX.PPLT.LOG.WL6E,Normal,YZRX.WL6EX2C,Mainframe
YZRX.PPLT.LOG,Canopus Trade Capture,Jupiter Order Management,Jupiter Order Management,Mainframe,Consumer,PPLT,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WL6EX2C,PPLT,TECHCCIBT,TECHPAY,TECHPAY,No,Asynchronous,0,Enabled,WL6EX2C,YZRX.PPLT.LOG.WL6E,0,YZRX.WL6EX2C,Private IaaS
IJ.ABRX.CMD,Achernar Limit Monitor,Mercury Trade Settlement,Achernar Limit Monitor,"Private IaaS, Private PaaS",Producer,IJ,Remote,Private IaaS,External,Confidential,No,No,No,00= 0-30 Minutes,WL6EX2B,IJ,TECHOPS,TECHSEC,TECHSEC,Yes,Synchronous,Enabled,0,WR26,IJ.ABRX.CMD.WR26,0,IJ.WR26,Private IaaS
IJ.ABRX.CMD,Achernar Limit Monitor,Mercury Trade Settlement,Mercury Trade Settlement,Private IaaS,Consumer,ABRX,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WR26,ABRX,TECHOPS,TECHSEC,TECHSEC,Yes,Synchronous,0,Enabled,WR26,IJ.ABRX.CMD.WR26,Normal,IJ.WR26,Private IaaS
WXNP.PPFK.SYNC,Aldebaran Rate Engine,Neptune Risk Analytics,Aldebaran Rate Engine,"Private IaaS, Private PaaS",Producer,WXNP,Remote,Private IaaS,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,WXNP,TECHCT,TECHPAY,TECHPAY,Yes,Synchronous,Enabled,0,WL6FX2C,WXNP.PPFK.SYNC.WL6F,0,WXNP.WL6FX2C,Private IaaS
WXNP.PPFK.SYNC,Aldebaran Rate Engine,Neptune Risk Analytics,Neptune Risk Analytics,Mainframe,Consumer,PPFK,Remote,Public Cloud,Internal,Public,Yes,No,Yes,04= 12 to 24 Hours,WL6FX2C,PPFK,TECHSEC,TECHPAY,TECHPAY,Yes,Synchronous,0,Enabled,WL6FX2C,WXNP.PPFK.SYNC.WL6F,0,WXNP.WL6FX2C,Public Cloud
TTFK.8C.EVT,Krypton Payment Gateway,Vega Authentication Service,Krypton Payment Gateway,Public Cloud,Producer,TTFK,Remote,Private IaaS,External,Internal Use,Yes,No,No,01= 30 Minutes to 2 Hours,WRR2F,TTFK,TECHOPS,TECHOPS,TECHOPS,Yes,Synchronous,0,0,WL6FR2D,TTFK.8C.EVT.WL6F,0,TTFK.WL6FR2D,Private IaaS
TTFK.8C.EVT,Krypton Payment Gateway,Vega Authentication Service,Vega Authentication Service,"Full App Retire, Mainframe",Consumer,8C,Remote,Public Cloud,Internal,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6FR2D,8C,TECHCT,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,Enabled,WL6FR2D,TTFK.8C.EVT.WL6F,Normal,TTFK.WL6FR2D,Public Cloud
WXLT.GHRX.STAT,Arcturus Cache Service,Regulus Position Keeper,Arcturus Cache Service,"Full App Retire, Mainframe",Producer,WXLT,Remote,Private PaaS,External,Confidential,No,No,No,01= 30 Minutes to 2 Hours,WL6GR2D,WXLT,TECHCT,TECHCCIBT,TECHCCIBT,Yes,Synchronous,Enabled,0,WS29,WXLT.GHRX.STAT.WS29,Normal,WXLT.WS29,Private PaaS
WXLT.GHRX.STAT,Arcturus Cache Service,Regulus Position Keeper,Regulus Position Keeper,Mainframe,Consumer,GHRX,Remote,Private IaaS,External,Confidential,Yes,No,No,01= 30 Minutes to 2 Hours,WS29,GHRX,TECHOPS,TECHCCIBT,TECHCCIBT,Yes,Synchronous,0,Enabled,WS29,WXLT.GHRX.STAT.WS29,0,WXLT.WS29,Private IaaS
QQFK.8ALT.STAT,Sirius Notification Hub,Hdc - Hdxknvlr Kavk & Hncvympqf,Sirius Notification Hub,"Full App Retire, Mainframe",Producer,QQFK,Remote,Mainframe,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WRX2B,QQFK,TECHCCIBT,TECHOPS,TECHOPS,No,Asynchronous,0,0,WL6E27,QQFK.8ALT.STAT.WL6E,0,QQFK.WL6E27,Mainframe
QQFK.8ALT.STAT,Sirius Notification Hub,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,Private IaaS,Consumer,8ALT,Remote,Mainframe,External,Restricted,No,No,Yes,05= 1 to 3 Days,WL6E27,8ALT,TECHRISK,TECHOPS,TECHOPS,No,Asynchronous,Enabled,0,WL6E27,QQFK.8ALT.STAT.WL6E,0,QQFK.WL6E27,Mainframe
8BDV.9ANP.LOG,Orion Data Warehouse,Fomalhaut Market Data,Orion Data Warehouse,Mainframe,Producer,8BDV,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FR2D,8BDV,TECHCT,TECHCT,TECHCT,No,Asynchronous,Enabled,Enabled,WL6E27,8BDV.9ANP.LOG.WL6E,Normal,8BDV.WL6E27,Mainframe
8BDV.9ANP.LOG,Orion Data Warehouse,Fomalhaut Market Data,Fomalhaut Market Data,Public Cloud,Consumer,9ANP,Remote,Private IaaS,Internal,Confidential,No,No,No,01= 30 Minutes to 2 Hours,WL6E27,9ANP,TECHRISK,TECHCT,TECHCT,No,Asynchronous,Enabled,Enabled,WL6E27,8BDV.9ANP.LOG.WL6E,Normal,8BDV.WL6E27,Private IaaS
YZLT.GHFK.NTFY,Fomalhaut Market Data,Aldebaran Rate Engine,Fomalhaut Market Data,"Full App Retire, Mainframe",Producer,YZLT,Local,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WS29,YZLT,TECHOPS,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,Enabled,,,0,,Mainframe
YZLT.GHFK.NTFY,Fomalhaut Market Data,Aldebaran Rate Engine,Aldebaran Rate Engine,Public Cloud,Consumer,GHFK,Local,Mainframe,External,Confidential,No,No,No,04= 12 to 24 Hours,WS29,GHFK,TECHOPS,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,Enabled,,,0,,Mainframe
8A.SSSM.ALERT,DFCeth - HUVY MIPKNVL ZYU,Canopus Trade Capture,DFCeth - HUVY MIPKNVL ZYU,Private PaaS,Producer,8A,Remote,Private PaaS,External,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6ER2F,8A,TECHSEC,TECHPAY,TECHPAY,Yes,Synchronous,0,Enabled,WL6E30,8A.SSSM.ALERT.WL6E,0,8A.WL6E30,Private PaaS
8A.SSSM.ALERT,DFCeth - HUVY MIPKNVL ZYU,Canopus Trade Capture,Canopus Trade Capture,Private PaaS,Consumer,SSSM,Remote,Public Cloud,Internal,Internal Use,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,SSSM,TECHSEC,TECHPAY,TECHPAY,Yes,Synchronous,Enabled,Enabled,WL6E30,8A.SSSM.ALERT.WL6E,Normal,8A.WL6E30,Public Cloud
TTSM.RRLT.CTRL,Mercury Trade Settlement,Procyon API Gateway,Mercury Trade Settlement,"Full App Retire, Mainframe",Producer,TTSM,Remote,Public Cloud,External,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WL6ER2A,TTSM,TECHCCIBT,TECHOPS,TECHOPS,Yes,Asynchronous,0,Enabled,WSX2C,TTSM.RRLT.CTRL.WSX2,0,TTSM.WSX2C,Public Cloud
TTSM.RRLT.CTRL,Mercury Trade Settlement,Procyon API Gateway,Procyon API Gateway,"Full App Retire, Mainframe",Consumer,RRLT,Remote,Private PaaS,External,Internal Use,No,No,No,00= 0-30 Minutes,WSX2C,RRLT,TECHOPS,TECHOPS,TECHOPS,Yes,Asynchronous,Enabled,Enabled,WSX2C,TTSM.RRLT.CTRL.WSX2,0,TTSM.WSX2C,Private PaaS
WX.SSNP.CMD,Deneb Message Router,PP Arcne VMU,Deneb Message Router,Private IaaS,Producer,WX,Remote,Mainframe,Internal,Internal Use,No,No,Yes,01= 30 Minutes to 2 Hours,WQX2C,WX,TECHCCIBT,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,0,WL6EX2A,WX.SSNP.CMD.WL6E,Normal,WX.WL6EX2A,Mainframe
WX.SSNP.CMD,Deneb Message Router,PP Arcne VMU,PP Arcne VMU,Private IaaS,Consumer,SSNP,Remote,Mainframe,External,Restricted,Yes,No,No,05= 1 to 3 Days,WL6EX2A,SSNP,TECHOPS,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,0,WL6EX2A,WX.SSNP.CMD.WL6E,0,WX.WL6EX2A,Mainframe
EFNP.TTLT.RPT,Betelgeuse Event Streamer,Neptune Risk Analytics,Betelgeuse Event Streamer,"Full App Retire, Mainframe",Producer,EFNP,Remote,Private IaaS,External,Internal Use,No,No,No,05= 1 to 3 Days,WQR2C,EFNP,TECHFIN,TECHCT,TECHCT,Yes,Asynchronous,0,Enabled,WL6ER2F,EFNP.TTLT.RPT.WL6E,Normal,EFNP.WL6ER2F,Private IaaS
EFNP.TTLT.RPT,Betelgeuse Event Streamer,Neptune Risk Analytics,Neptune Risk Analytics,Private IaaS,Consumer,TTLT,Remote,Private IaaS,External,Public,No,No,Yes,04= 12 to 24 Hours,WL6ER2F,TTLT,TECHCCIBT,TECHCT,TECHCT,Yes,Asynchronous,0,Enabled,WL6ER2F,EFNP.TTLT.RPT.WL6E,0,EFNP.WL6ER2F,Private IaaS
SSDV.YZ.LOG,OOIKN JIU,Antares Settlement Bus,OOIKN JIU,Private IaaS,Producer,SSDV,Local,Mainframe,Internal,Public,No,No,Yes,04= 12 to 24 Hours,WRR2D,SSDV,TECHRISK,TECHOPS,TECHOPS,Yes,Synchronous,0,0,,,0,,Mainframe
SSDV.YZ.LOG,OOIKN JIU,Antares Settlement Bus,Antares Settlement Bus,"Private IaaS, Private PaaS",Consumer,YZ,Local,Private IaaS,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRR2D,YZ,TECHCCIBT,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,0,,,0,,Private IaaS
PPNP.GHLT.CMD,Pluto Fraud Detection,Spica Reconciliation,Pluto Fraud Detection,"Full App Retire, Mainframe",Producer,PPNP,Remote,Public Cloud,Internal,Confidential,No,No,No,02= 2 Hours to 4 Hours,WL6EX2B,PPNP,TECHCT,TECHSEC,TECHSEC,Yes,Asynchronous,Enabled,0,WSR2D,PPNP.GHLT.CMD.WSR2,0,PPNP.WSR2D,Public Cloud
PPNP.GHLT.CMD,Pluto Fraud Detection,Spica Reconciliation,Spica Reconciliation,"Full App Retire, Mainframe",Consumer,GHLT,Remote,Private PaaS,Internal,Restricted,No,No,Yes,01= 30 Minutes to 2 Hours,WSR2D,GHLT,TECHCT,TECHSEC,TECHSEC,Yes,Asynchronous,Enabled,0,WSR2D,PPNP.GHLT.CMD.WSR2,Normal,PPNP.WSR2D,Private PaaS
EFNP.9B.RPT,Betelgeuse Event Streamer,Canopus Trade Capture,Betelgeuse Event Streamer,"Full App Retire, Mainframe",Producer,EFNP,Remote,Private IaaS,External,Internal Use,No,No,No,05= 1 to 3 Days,WQR2C,EFNP,TECHFIN,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,Enabled,WL6EX2C,EFNP.9B.RPT.WL6E,0,EFNP.WL6EX2C,Private IaaS
EFNP.9B.RPT,Betelgeuse Event Streamer,Canopus Trade Capture,Canopus Trade Capture,Public Cloud,Consumer,9B,Remote,Public Cloud,Internal,Confidential,Yes,No,No,00= 0-30 Minutes,WL6EX2C,9B,TECHFIN,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,Enabled,WL6EX2C,EFNP.9B.RPT.WL6E,0,EFNP.WL6EX2C,Public Cloud
PPSM.8BRX.RESP,Saturn Compliance Monitor,Pluto Fraud Detection,Saturn Compliance Monitor,"Private IaaS, Private PaaS",Producer,PPSM,Remote,Private PaaS,External,Restricted,Yes,No,No,02= 2 Hours to 4 Hours,WL6E30,PPSM,TECHRISK,TECHCCIBT,TECHCCIBT,No,Synchronous,0,Enabled,WS29,PPSM.8BRX.RESP.WS29,0,PPSM.WS29,Private PaaS
PPSM.8BRX.RESP,Saturn Compliance Monitor,Pluto Fraud Detection,Pluto Fraud Detection,Private IaaS,Consumer,8BRX,Remote,Public Cloud,Internal,Internal Use,No,No,No,03= 4:01 to 11:59 Hours,WS29,8BRX,TECHCCIBT,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,Enabled,WS29,PPSM.8BRX.RESP.WS29,0,PPSM.WS29,Public Cloud
PPRX.8B.STAT,Mars Portfolio Tracker,Saturn Compliance Monitor,Mars Portfolio Tracker,Private PaaS,Producer,PPRX,Remote,Public Cloud,External,Internal Use,No,No,No,00= 0-30 Minutes,WR29,PPRX,TECHFIN,TECHOPS,TECHOPS,No,Asynchronous,Enabled,Enabled,WL6EX2C,PPRX.8B.STAT.WL6E,0,PPRX.WL6EX2C,Public Cloud
PPRX.8B.STAT,Mars Portfolio Tracker,Saturn Compliance Monitor,Saturn Compliance Monitor,"Private IaaS, Private PaaS",Consumer,8B,Remote,Public Cloud,Internal,Public,No,No,No,05= 1 to 3 Days,WL6EX2C,8B,TECHRISK,TECHOPS,TECHOPS,No,Asynchronous,0,0,WL6EX2C,PPRX.8B.STAT.WL6E,Normal,PPRX.WL6EX2C,Public Cloud
8AFK.TTDV.ALERT,OOIKN JIU,Jupiter Order Management,OOIKN JIU,Public Cloud,Producer,8AFK,Remote,Mainframe,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6FR2D,8AFK,TECHCT,TECHCORE,TECHCORE,No,Synchronous,Enabled,0,WSX2B,8AFK.TTDV.ALERT.WSX2,Normal,8AFK.WSX2B,Mainframe
8AFK.TTDV.ALERT,OOIKN JIU,Jupiter Order Management,Jupiter Order Management,Mainframe,Consumer,TTDV,Remote,Private IaaS,Internal,Restricted,No,No,No,02= 2 Hours to 4 Hours,WSX2B,TTDV,TECHOPS,TECHCORE,TECHCORE,No,Synchronous,Enabled,0,WSX2B,8AFK.TTDV.ALERT.WSX2,Normal,8AFK.WSX2B,Private IaaS
8CRX.ABRX.CTRL,Polaris Config Manager,Mercury Trade Settlement,Polaris Config Manager,"Full App Retire, Mainframe",Producer,8CRX,Remote,Mainframe,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,8CRX,TECHSEC,TECHCT,TECHCT,No,Asynchronous,0,Enabled,WR26,8CRX.ABRX.CTRL.WR26,Normal,8CRX.WR26,Mainframe
8CRX.ABRX.CTRL,Polaris Config Manager,Mercury Trade Settlement,Mercury Trade Settlement,Private IaaS,Consumer,ABRX,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WR26,ABRX,TECHOPS,TECHCT,TECHCT,No,Asynchronous,0,Enabled,WR26,8CRX.ABRX.CTRL.WR26,Normal,8CRX.WR26,Private IaaS
YZNP.QQNP.RQST,DFCeth - HUVY MIPKNVL ZYU,Polaris Config Manager,DFCeth - HUVY MIPKNVL ZYU,"Private IaaS, Private PaaS",Producer,YZNP,Remote,Public Cloud,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WRR2F,YZNP,TECHCT,TECHRISK,TECHRISK,Yes,Synchronous,0,0,WL6EX2A,YZNP.QQNP.RQST.WL6E,0,YZNP.WL6EX2A,Public Cloud
YZNP.QQNP.RQST,DFCeth - HUVY MIPKNVL ZYU,Polaris Config Manager,Polaris Config Manager,Private PaaS,Consumer,QQNP,Remote,Private IaaS,External,Public,Yes,No,No,01= 30 Minutes to 2 Hours,WL6EX2A,QQNP,TECHOPS,TECHRISK,TECHRISK,Yes,Synchronous,Enabled,Enabled,WL6EX2A,YZNP.QQNP.RQST.WL6E,Normal,YZNP.WL6EX2A,Private IaaS
CDNP.YZ.RPT,Vega Authentication Service,Antares Settlement Bus,Vega Authentication Service,Private PaaS,Producer,CDNP,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRX2B,CDNP,TECHRISK,TECHFIN,TECHFIN,Yes,Asynchronous,Enabled,Enabled,WRR2D,CDNP.YZ.RPT.WRR2,Normal,CDNP.WRR2D,Public Cloud
CDNP.YZ.RPT,Vega Authentication Service,Antares Settlement Bus,Antares Settlement Bus,"Private IaaS, Private PaaS",Consumer,YZ,Remote,Private IaaS,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRR2D,YZ,TECHCCIBT,TECHFIN,TECHFIN,Yes,Asynchronous,Enabled,Enabled,WRR2D,CDNP.YZ.RPT.WRR2,Normal,CDNP.WRR2D,Private IaaS
8BSM.TTRX.SYNC,Mars Portfolio Tracker,Saturn Compliance Monitor,Mars Portfolio Tracker,Private PaaS,Producer,8BSM,Remote,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WL6FR2D,8BSM,TECHCT,TECHSEC,TECHSEC,No,Synchronous,Enabled,0,WL6GX2C,8BSM.TTRX.SYNC.WL6G,0,8BSM.WL6GX2C,Mainframe
8BSM.TTRX.SYNC,Mars Portfolio Tracker,Saturn Compliance Monitor,Saturn Compliance Monitor,Mainframe,Consumer,TTRX,Remote,Private PaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WL6GX2C,TTRX,TECHCT,TECHSEC,TECHSEC,No,Synchronous,Enabled,0,WL6GX2C,8BSM.TTRX.SYNC.WL6G,Normal,8BSM.WL6GX2C,Private PaaS
SSSM.WXNP.ACK,Canopus Trade Capture,Aldebaran Rate Engine,Canopus Trade Capture,Private PaaS,Producer,SSSM,Remote,Public Cloud,Internal,Internal Use,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,SSSM,TECHSEC,TECHFIN,TECHFIN,No,Asynchronous,Enabled,0,WSX2B,SSSM.WXNP.ACK.WSX2,0,SSSM.WSX2B,Public Cloud
SSSM.WXNP.ACK,Canopus Trade Capture,Aldebaran Rate Engine,Aldebaran Rate Engine,"Private IaaS, Private PaaS",Consumer,WXNP,Remote,Private IaaS,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,WXNP,TECHCT,TECHFIN,TECHFIN,No,Asynchronous,0,0,WSX2B,SSSM.WXNP.ACK.WSX2,0,SSSM.WSX2B,Private IaaS
QQRX.ABFK.ALERT,Rigel Batch Processor,PP Arcne VMU,Rigel Batch Processor,Private IaaS,Producer,QQRX,Remote,Public Cloud,External,Restricted,No,No,No,02= 2 Hours to 4 Hours,WRX2D,QQRX,TECHCCIBT,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,Enabled,0,WR29,QQRX.ABFK.ALERT.WR29,0,QQRX.WR29,Public Cloud
QQRX.ABFK.ALERT,Rigel Batch Processor,PP Arcne VMU,PP Arcne VMU,Public Cloud,Consumer,ABFK,Remote,Private IaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WR29,ABFK,TECHSEC,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,0,Enabled,WR29,QQRX.ABFK.ALERT.WR29,Normal,QQRX.WR29,Private IaaS
9AFK.8ANP.RESP,Procyon API Gateway,Neptune Risk Analytics,Procyon API Gateway,"Private IaaS, Private PaaS",Producer,9AFK,Remote,Private IaaS,External,Public,Yes,Yes,No,04= 12 to 24 Hours,WL6EX2C,9AFK,TECHSEC,TECHRISK,TECHRISK,No,Synchronous,Enabled,0,WL6FX2B,9AFK.8ANP.RESP.WL6F,0,9AFK.WL6FX2B,Private IaaS
9AFK.8ANP.RESP,Procyon API Gateway,Neptune Risk Analytics,Neptune Risk Analytics,Mainframe,Consumer,8ANP,Remote,Private PaaS,Internal,Confidential,No,Yes,No,01= 30 Minutes to 2 Hours,WL6FX2B,8ANP,TECHCCIBT,TECHRISK,TECHRISK,No,Synchronous,0,0,WL6FX2B,9AFK.8ANP.RESP.WL6F,Normal,9AFK.WL6FX2B,Private PaaS
SSNP.PPLT.SYNC,PP Arcne VMU,Jupiter Order Management,PP Arcne VMU,Private IaaS,Producer,SSNP,Remote,Mainframe,External,Restricted,Yes,No,No,05= 1 to 3 Days,WL6EX2A,SSNP,TECHOPS,TECHFIN,TECHFIN,No,Synchronous,Enabled,Enabled,WL6EX2C,SSNP.PPLT.SYNC.WL6E,Normal,SSNP.WL6EX2C,Mainframe
SSNP.PPLT.SYNC,PP Arcne VMU,Jupiter Order Management,Jupiter Order Management,Mainframe,Consumer,PPLT,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WL6EX2C,PPLT,TECHCCIBT,TECHFIN,TECHFIN,No,Synchronous,Enabled,Enabled,WL6EX2C,SSNP.PPLT.SYNC.WL6E,0,SSNP.WL6EX2C,Private IaaS
8CFK.8C.RESP,Altair Reporting Engine,Vega Authentication Service,Altair Reporting Engine,Public Cloud,Producer,8CFK,Remote,Mainframe,Internal,Confidential,Yes,No,No,03= 4:01 to 11:59 Hours,WL6FX2A,8CFK,TECHOPS,TECHCCIBT,TECHCCIBT,No,Synchronous,0,Enabled,WL6FR2D,8CFK.8C.RESP.WL6F,Normal,8CFK.WL6FR2D,Mainframe
8CFK.8C.RESP,Altair Reporting Engine,Vega Authentication Service,Vega Authentication Service,"Full App Retire, Mainframe",Consumer,8C,Remote,Public Cloud,Internal,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6FR2D,8C,TECHCT,TECHCCIBT,TECHCCIBT,No,Synchronous,0,0,WL6FR2D,8CFK.8C.RESP.WL6F,Normal,8CFK.WL6FR2D,Public Cloud
SSDV.WXDV.SYNC,OOIKN JIU,Procyon API Gateway,OOIKN JIU,Private IaaS,Producer,SSDV,Remote,Mainframe,Internal,Public,No,No,Yes,04= 12 to 24 Hours,WRR2D,SSDV,TECHRISK,TECHPAY,TECHPAY,No,Synchronous,0,Enabled,WRX2D,SSDV.WXDV.SYNC.WRX2,0,SSDV.WRX2D,Mainframe
SSDV.WXDV.SYNC,OOIKN JIU,Procyon API Gateway,Procyon API Gateway,"Private IaaS, Private PaaS",Consumer,WXDV,Remote,Public Cloud,External,Restricted,No,Yes,No,00= 0-30 Minutes,WRX2D,WXDV,TECHOPS,TECHPAY,TECHPAY,No,Synchronous,0,Enabled,WRX2D,SSDV.WXDV.SYNC.WRX2,0,SSDV.WRX2D,Public Cloud
RRFK.UVFK.ALERT,Arcturus Cache Service,Pluto Fraud Detection,Arcturus Cache Service,Public Cloud,Producer,RRFK,Remote,Mainframe,Internal,Restricted,No,No,Yes,04= 12 to 24 Hours,WRX2D,RRFK,TECHOPS,TECHCORE,TECHCORE,Yes,Synchronous,0,0,WL6EX2C,RRFK.UVFK.ALERT.WL6E,0,RRFK.WL6EX2C,Mainframe
RRFK.UVFK.ALERT,Arcturus Cache Service,Pluto Fraud Detection,Pluto Fraud Detection,"Private IaaS, Private PaaS",Consumer,UVFK,Remote,Public Cloud,External,Public,Yes,No,No,01= 30 Minutes to 2 Hours,WL6EX2C,UVFK,TECHFIN,TECHCORE,TECHCORE,Yes,Synchronous,0,0,WL6EX2C,RRFK.UVFK.ALERT.WL6E,Normal,RRFK.WL6EX2C,Public Cloud
CDRX.PPDV.RESP,Orion Data Warehouse,Venus Client Onboarding,Orion Data Warehouse,Private IaaS,Producer,CDRX,Remote,Private IaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WQR2C,CDRX,TECHSEC,TECHCT,TECHCT,Yes,Synchronous,0,0,WS26,CDRX.PPDV.RESP.WS26,Normal,CDRX.WS26,Private IaaS
CDRX.PPDV.RESP,Orion Data Warehouse,Venus Client Onboarding,Venus Client Onboarding,Private IaaS,Consumer,PPDV,Remote,Private PaaS,External,Public,No,No,No,05= 1 to 3 Days,WS26,PPDV,TECHCCIBT,TECHCT,TECHCT,Yes,Synchronous,0,0,WS26,CDRX.PPDV.RESP.WS26,0,CDRX.WS26,Private PaaS
TTFK.PPLT.NTFY,Krypton Payment Gateway,Jupiter Order Management,Krypton Payment Gateway,Public Cloud,Producer,TTFK,Remote,Private IaaS,External,Internal Use,Yes,No,No,01= 30 Minutes to 2 Hours,WRR2F,TTFK,TECHOPS,TECHFIN,TECHFIN,No,Synchronous,0,Enabled,WL6EX2C,TTFK.PPLT.NTFY.WL6E,0,TTFK.WL6EX2C,Private IaaS
TTFK.PPLT.NTFY,Krypton Payment Gateway,Jupiter Order Management,Jupiter Order Management,Mainframe,Consumer,PPLT,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WL6EX2C,PPLT,TECHCCIBT,TECHFIN,TECHFIN,No,Synchronous,Enabled,Enabled,WL6EX2C,TTFK.PPLT.NTFY.WL6E,0,TTFK.WL6EX2C,Private IaaS
UVLT.SSNP.SYNC,Sirius Notification Hub,PP Arcne VMU,Sirius Notification Hub,"Private IaaS, Private PaaS",Producer,UVLT,Remote,Private PaaS,External,Confidential,Yes,No,No,03= 4:01 to 11:59 Hours,WSX2C,UVLT,TECHOPS,TECHRISK,TECHRISK,No,Synchronous,0,0,WL6EX2A,UVLT.SSNP.SYNC.WL6E,0,UVLT.WL6EX2A,Private PaaS
UVLT.SSNP.SYNC,Sirius Notification Hub,PP Arcne VMU,PP Arcne VMU,Private IaaS,Consumer,SSNP,Remote,Mainframe,External,Restricted,Yes,No,No,05= 1 to 3 Days,WL6EX2A,SSNP,TECHOPS,TECHRISK,TECHRISK,No,Synchronous,0,0,WL6EX2A,UVLT.SSNP.SYNC.WL6E,0,UVLT.WL6EX2A,Mainframe
